Archaean - Early Mesoproterozoic polygons,Late Mesoproterozoic polygons,Middle Mesoproterozoic polygons,Neoproterozoic - Ordovician polygons
Largely unknown basement; includes foliated granite in Mallabie 1,Null,Null,"Fluvial to shallow marine sandstone, minor shale; tidal to sabkha siltstone, shale, sandstone with anhydrite"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Quartzitic and pelitic paragneiss, basalt and rhyolite; metavolcanic gneiss at Spring Hill",Null,Null,Null
"Schist and granitic gneiss, granite (including Yoolperlunna and Ammaroodinna Inliers)",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Geophysically-delineated extensions of Gawler Craton under cover, based on new interpretation",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Granitoid plutons and phases of larger plutons, non-magnetic to moderately magnetic",Null,Null
"Geophysically-delineated extensions of Gawler Craton under cover, based on new interpretation",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
"Coober Pedy Ridge: granulite-grade paragneiss, often iron-rich, felsic granulite; precursor of unknown age",Null,Null,Null
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,Null
"Quartzitic and pelitic paragneiss, basalt and rhyolite; metavolcanic gneiss at Spring Hill",Null,Null,"Aeolian, fluvial and evaporitic to tidal sandstone to mudstone; marine limestone and dolomite"
"Dacite to rhyolite, andesite, basalt",Null,Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Granitoid plutons and phases of larger plutons, non-magnetic to moderately magnetic",Null,Null
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,Null
"Paragneiss, calcsilicate and orthogneiss",Null,Null,Marine shale and siltstone; deltaic sandstone; lagoonal and lacustrine stromatolitic dolomite and sedimentary magnesite; fluviodeltaic sandstone and conglomerate
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Layered gneiss and granulite, mainly metasedimentary; variably magnetic",Null,Null
"Geophysically-delineated extensions of Gawler Craton under cover, based on new interpretation",Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Granitoid plutons, massive to internally zoned, including intrusive charnockite; strongly magnetic",Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Massive gneiss and granulite, mainly meta-igneous; may include charnockite/migmatite alteration of layered granulite; weakly to moderately magnetic",Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Pre/syn-Delamerian felsic intrusive rocks
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Dacite and rhyodacite,Null,Null,Null
"Quiet magnetic zone, low gravity signature, some intrabasement magnetic sources:  Late Kararan/Musgravian granitoid-dominated?",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Evaporitic clastics and carbonate rocks; fluvial sandstone and conglomerate
"Dacite to rhyolite, andesite, basalt",Null,Null,Null
Largely unknown basement; includes foliated granite in Mallabie 1,Null,Null,"Altered, porphyritic or vesicular basalt; porphyritic syenite-trachyte (?highly altered mafic volcanic rock) may be equivalent"
"Undifferentiated Precambrian granite, granite gneiss and orthogneiss (including Middle Bore Ridge)",Null,Null,Undifferentiated Neoproterozoic rocks
Dacite and rhyodacite,Null,Null,Null
Undifferentiated mafic to felsic volcanic rocks,Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Metasandstone, phyllite, schist, gneiss"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
Deformed gabbro to granite of the Kararan Orogeny and earlier transitional Kimban-Kararan events,Null,Null,"Fluvial to shallow marine sandstone, minor shale; tidal to sabkha siltstone, shale, sandstone with anhydrite"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Pre/syn-Delamerian felsic intrusive rocks
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Metasandstone, phyllite, schist, gneiss"
"Quartzitic and pelitic paragneiss, basalt and rhyolite; metavolcanic gneiss at Spring Hill",Null,Null,"Aeolian, fluvial and evaporitic to tidal sandstone to mudstone; marine limestone and dolomite"
Dacite and rhyodacite,Null,Null,Null
"Dacite to rhyolite, andesite, basalt",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Geophysically-delineated extensions of Gawler Craton under cover, based on new interpretation",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Largely unknown basement; includes foliated granite in Mallabie 1,Null,Null,"Altered, porphyritic or vesicular basalt; porphyritic syenite-trachyte (?highly altered mafic volcanic rock) may be equivalent"
"Dacite to rhyolite, andesite, basalt",Null,Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,Demagnetised or altered gneiss or granulite adjacent to major structures or Giles Complex intrusives; non-magnetic to weakly magnetic,Null,Null
"Geophysically-delineated extensions of Gawler Craton under cover, based on new interpretation",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,Demagnetised or altered gneiss or granulite adjacent to major structures or Giles Complex intrusives; non-magnetic to weakly magnetic,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Granitoid plutons and phases of larger plutons, non-magnetic to moderately magnetic",Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Layered gneiss and granulite, mainly metasedimentary; variably magnetic",Null,Null
Deformed gabbro to granite of the Kararan Orogeny and earlier transitional Kimban-Kararan events,Null,Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Metasandstone, phyllite, schist, gneiss"
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
"Quartzitic, pelitic and calcsilicate metasediments",Null,Null,Null
"Undifferentiated Precambrian granite, granite gneiss and orthogneiss (including Middle Bore Ridge)",Null,Null,"Aeolian, fluvial and evaporitic to tidal sandstone to mudstone; marine limestone and dolomite"
"Mainly S-type monzogranite, quartz monzodiorite, granodiorite and sodic granitoids",Null,Null,"Shallow marine to terrestrial redbeds, peritidal to marine limestone"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Late/post-Delamerian felsic intrusive rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
"Unknown basement, poor geophysical response",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Undifferentiated Precambrian granite, granite gneiss and orthogneiss (including Middle Bore Ridge)",Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
"Geophysically-delineated extensions of Gawler Craton under cover, based on new interpretation",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Quiet magnetic zone, low gravity signature, some intrabasement magnetic sources:  Late Kararan/Musgravian granitoid-dominated?",Null,Null,"Fluvial to shallow marine sandstone, minor shale; tidal to sabkha siltstone, shale, sandstone with anhydrite"
"Dacite to rhyolite, andesite, basalt",Null,Null,Dolerite dykes
"Coober Pedy Ridge: granulite-grade paragneiss, often iron-rich, felsic granulite; precursor of unknown age",Null,Null,Undifferentiated Neoproterozoic rocks
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Proterozoic rocks
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Schist and granitic gneiss, granite (including Yoolperlunna and Ammaroodinna Inliers)",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Layered gneiss and granulite, mainly metasedimentary; variably magnetic",Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Granitoid plutons and phases of larger plutons, non-magnetic to moderately magnetic",Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
